date,expiry,strike,type,bid,ask,last_price,underlying,implied_volatility,days_to_expiry
2025-08-11,2025-09-10,16630.42,put,128.84,142.41,135.62,18000,0.2201,30
2025-08-11,2025-10-10,17733.38,call,105.88,117.02,111.45,18000,0.223,60
2025-08-11,2025-11-09,18625.33,call,75.76,83.73,79.75,18000,0.1785,90
2025-08-11,2025-11-09,19067.43,call,21.47,23.73,22.6,18000,0.1696,90
2025-08-11,2025-08-25,18084.83,call,100.13,110.67,105.4,18000,0.1978,14
2025-08-11,2025-10-10,18977.44,put,18.04,19.94,18.99,18000,0.1557,60
2025-08-11,2025-10-10,17906.99,call,109.06,120.54,114.8,18000,0.1734,60
2025-08-11,2025-09-10,19557.16,put,117.87,130.28,124.08,18000,0.1998,30
2025-08-11,2025-10-10,17307.98,put,167.07,184.66,175.87,18000,0.1654,60
2025-08-11,2025-09-10,16688.48,call,109.61,121.14,115.37,18000,0.1865,30
2025-08-11,2025-11-09,19787.64,put,95.16,105.17,100.16,18000,0.2202,90
2025-08-11,2025-09-10,19589.68,call,54.0,59.68,56.84,18000,0.1521,30
2025-08-11,2025-08-18,19710.65,call,56.66,62.63,59.64,18000,0.2202,7
2025-08-11,2025-10-10,17625.37,call,52.54,58.07,55.3,18000,0.2176,60
2025-08-11,2025-10-10,19565.03,call,54.38,60.1,57.24,18000,0.229,60
2025-08-11,2025-09-10,19689.56,put,79.81,88.21,84.01,18000,0.2316,30
2025-08-11,2025-08-18,18021.35,put,85.38,94.37,89.87,18000,0.1561,7
2025-08-11,2025-09-10,17826.26,put,149.22,164.93,157.08,18000,0.2441,30
2025-08-11,2025-08-18,17693.37,put,105.41,116.5,110.96,18000,0.2114,7
2025-08-11,2025-10-10,17629.01,put,160.83,177.76,169.29,18000,0.2314,60
2025-08-11,2025-08-18,19636.44,call,44.88,49.61,47.24,18000,0.1681,7
2025-08-11,2025-11-09,16600.35,call,21.69,23.97,22.83,18000,0.1838,90
2025-08-11,2025-11-09,18632.24,put,35.71,39.47,37.59,18000,0.2234,90
2025-08-11,2025-08-25,16973.7,call,149.1,164.79,156.94,18000,0.2095,14
2025-08-11,2025-09-10,16619.32,put,92.39,102.11,97.25,18000,0.2303,30
2025-08-11,2025-09-10,18642.21,put,67.77,74.9,71.34,18000,0.2408,30
